City,Weather_description,Temperature (°C),Feels Like (°C),Minimum Temp (°C),Maximum Temp (°C),Pressure,Humidity,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Lisbon,clear sky,28.24,28.63,25.32,28.68,1016,49,4.12,2025-08-09 19:47:43,2025-08-09 06:45:06,2025-08-09 20:39:03
